username,player_id,joined,is_active
al2fresco,11026586,1390719588,1
gbrown057,280951,1388568850,1
matt_the_shield,6250719,1490905362,1
maytin2,21820746,1677332465,1
wallace_wang,35869808,1600944935,1
wonderfolly,13201302,1677743375,1
