username,player_id,joined,is_active
mercedonyus,107416724,1651096522,0
mfh1974,95888002,1674651120,0
mickeyren1,5799079,1674730382,0
midnightmania,43047376,1673918674,0
mkamal100,29058174,1667769889,0
mogwai-1,18626922,1445883552,0
mohamed4365,56130522,1652384012,0
monarch757,46689934,1552054937,0
move_master11,85179424,1663619871,0
mr_o_brien,61773558,1674075452,0
mrmilvertoon,172278445,1659792493,0
musicplayer99,92451886,1602881272,0
mwt0003,33806912,1616703378,0
myauno,108309942,1656082963,0
na120831,188942693,1664913776,0
nannuetipitier,1113071,1672649076,0
nefasto973,91692270,1674734016,0
nevvverx,110030328,1667364399,0
ninifu,4130193,1653390462,0
noblesamwise,157697255,1634591699,0
norman_zhu2,94182268,1685773663,0
nostiken,19742088,1661634784,0
nsy2ndteam,6930293,1606708088,0
nuzniy24,57713430,1658250034,0
orank1234,155904515,1655070047,0
oscarcastle,16416740,1654814389,0
oscarpetherick,20555636,1654510148,0
owlman80,26026324,1657119073,0
palmeros48,37458160,1601631215,0
pathfinder64,34518192,1653150573,0
pawn_stack,9990740,1667494115,0
pawnpush78,192712813,1661109209,0
pc4eo,64057338,1663790471,0
petitesirah217,108534282,1627800018,0
petrie990,4757248,1664575849,0
phildor,1462461,1547132881,0
pietrocotroneo8,98348140,1633216122,0
ping59,9838798,1621459848,0
pinkrabbit,5165081,1669739088,0
prakash167,35774942,1527174332,0
prettyx,79039472,1658252688,0
quhar,108131122,1683062622,0
rakenightfur,162232665,1652747435,0
rash54,5732372,1421106510,0
rasputin1973,71084862,1662223983,0
rchrd1960,190759131,1670628417,0
reledger,171099217,1653327242,0
rev723,13732478,1645244516,0
rickwest69,64193066,1619566851,0
rnestito24,101840300,1657219787,0
robbie700,241393415,1676188981,0
robertkeitz111,9749534,1656507412,0
rohithafernando,120089468,1625959763,0
rubinho_1993,161374989,1666629889,0
ruixadrez27,191906291,1670629939,0
rusland1967,65488548,1605111265,0
ruznamamuna,48142934,1662131025,0
s0lm0,40663738,1653839169,0
salamamdrer6669,165752777,1664865842,0
sartresghost,8193042,1654539188,0
sasa333,8940426,1656020661,0
scarletsnail,97408806,1656075044,0
schesm,186469731,1672160027,0
screengazer,111454922,1611076090,0
sgd71,184644351,1680443366,0
shagmonkish,107739814,1666938904,0
shaolinkillerdeporco,73629008,1654561536,0
silveriombenzon,3449818,1667343360,0
simi_1111,159403623,1651835770,0
sirwasimmuridke99,170822031,1652890610,0
skibass,60385998,1652729796,0
skillz_hunter,195025395,1665318771,0
slav58,80752786,1620669431,0
smaribus,112531826,1652005773,0
smilingatthevoid,23038982,1654952446,0
snowycat,6567347,1429197246,0
sofko,16757970,1672177252,0
some_guy1one3,107954310,1654352207,0
spbvj7,187808503,1656232101,0
spiff21,152117031,1663265177,0
stephennelson-smith,3037129,1651564266,0
strim1,62958208,1654706924,0
stugiv,45388644,1614697889,0
sumy58,168555847,1650515293,0
sunidhi_018,162079531,1660378759,0
susanadualte,185802917,1655146396,0
tamirsoliman,7800084,1652206428,0
taner,1350929,1657362218,0
tar-aragorn_xiv,141882013,1652551713,0
tarek-sayed,28480750,1653837472,0
tarwana,174886949,1665465438,0
taxloss,12334346,1601297030,0
tendo89,138850956,1654545167,0
the-crooked-rook,78974142,1662099857,0
the_vicar_1,51895570,1551113129,0
thegedi,66892668,1572732650,0
thesaboteur,4340042,1670596790,0
thespockgambit,102929028,1662218709,0
tilbs11,67734002,1606839758,0
tomengelhardt,44048694,1653114468,0
tony_ferraro,146222013,1662210528,0
tpgmartin1,55251980,1554695971,0
ulisesplasencia,164565293,1647027595,0
universal_wave_fn,162571657,1661170020,0
vikingchucky,11744778,1655294246,0
walsamh,9573100,1610016984,0
warrior140,38410684,1667381936,0
wickedrooks,62099050,1663848521,0
wikkua,116314528,1625923474,0
wildrover137,12080990,1378677920,0
willowforest,10014040,1388944483,0
xueshanfeihu123,151700785,1662348706,0
yash_1434,175703507,1672701303,0
yassmenrosee,74807838,1680432743,0
you-win-sum,47603682,1657573176,0
yupi997,167286537,1657253109,0
yusifov2004,193809953,1673755013,0
zugzwischenzwang,157512535,1645206004,0
zxcghj,91767238,1662902413,0
